text,label,priority
refund pembelian produk belum masuk ke baki,issues,1
baki saya kepotong dua kali saat checkout,issues,1
pembayaran sukses tapi pesanan tidak terbentuk,issues,1
checkout gagal tapi voucher ikut digunakan,issues,2
diskon hilang saat final payment,issues,2
poin reward saya tidak bertambah selepas transaksi,issues,2
aplikasi tertutup sendiri saat bayar,issues,1
website error 502 pas checkout,issues,1
troli saya kosong sendiri selepas pilih pembayaran,issues,1
"saya tak boleh upload bukti bayar, selalu gagal",issues,1
bukti transfer saya sudah dihantar tapi tidak diverifikasi,issues,1
biaya caj penghantaran berubah selepas pembayaran,issues,1
"kurier minta biaya tambahan, padahal sudah bayar caj penghantaran",issues,1
kak ada slot booking malam ini?,search,1
boleh pesanan jasa untuk besok jam 7 pagi?,search,1
layanan ini boleh on-site ke rumah?,search,1
coverage area layanan sampai mana aja?,search,1
"kalau di luar bandar, boleh booking juga?",search,2
harga jasa dihitung per unit atau per jam?,search,2
ada pakej jasa + material?,search,2
estimasi biaya layanan untuk kasus ringan berapa?,search,2
boleh minta quotation untuk kantor?,search,1
kalau kontrak 6 bulan ada diskon?,search,1
boleh langganan perawatan rutin mingguan?,search,1
"kalau langganan, jadual kunjungannya fleksibel?",search,2
ada layanan darurat/emergency?,search,1
boleh konsultasi via chat dulu sebelum booking?,search,2
boleh request petugas datang jam tertentu?,search,1
kaedah bayar untuk layanan apa aja ya?,search,1
boleh bayar pakai QRIS untuk booking?,search,1
transfer bank manual boleh?,search,1
ada opsi paylater/cicilan untuk layanan?,search,1
invois atas nama perusahaan boleh?,search,1
min ini ready stock?,search,1
ready tak sis?,search,1
warna burgundy ada tak?,search,1
stok ukuran XXL masih ada?,search,1
harga 1 pcs berapa ya?,search,1
ada promo diskon minggu ini?,search,1
kalau beli 10 pcs ada potongan?,search,1
minimal pesanan untuk harga grosir berapa?,search,1
boleh hantar instan sekarang?,search,1
opsi ekspedisi yang ada apa saja?,search,2
boleh tambah insurance penghantaran?,search,2
boleh request pembungkusan kayu/bubble?,search,2
produk ini original? ada garansi?,search,2
isi pakej pembelian apa aja?,search,2
spare part / refill ada?,search,2
boleh custom nama/logo di produk?,search,1
custom minimal 50 pcs boleh?,search,1
preorder lead time biasanya berapa hari?,search,1
katalog terbaru boleh minta?,search,2
ada rekomendasi yang paling worth it?,search,2
lokasi tokonya di mana?,search,3
jam buka hari ini sampai jam berapa?,search,3
besok buka tak?,search,3
boleh handle event jasa untuk 1000 pax?,search,1
konsultasi tatap muka tersedia tak?,search,2
